id,text
video4_1329,你知道燈光晚餐嗎
video10_47,媽之前也沒有保護妳
video6_751,在這住宅區裡面
video2_5,你們知道雞油可以炒什麼嗎
video8_740,它一點加點肉片就可以了
video9_552,冷冷的天果然鹹豆漿最過癮
video3_507,希望以後你知道嗎
video10_595,我也給你惹了營站的麻煩
video10_863,你們兩個都要乖乖聽話彥均
video1_641,因為他沒有槍干我何事
video9_1080,是真的要離開嗎
video8_379,對不起你們家的肉汁
video7_764,這結果是用新鮮水果的嘛
video6_54,香水所有的香氣
video4_263,你們家酸白菜的口感很多種
video7_338,剛剛長官講，不僅能夠泡好湯
video8_657,外國朋友沒有一家單槓場
video3_786,但是比上次遠
video6_966,對於特戰部隊這麼有心，是不是
video7_113,而且我還是要利用它的
video11_1289,蝦仔酥是今年第一名
video8_520,所以它放在理想的城堡裡面
video3_525,"真的耶,我們剛被攔下來"
video3_526,這樣愛吃最好了
video7_1243,那普通的古早味很意外
video10_162,她不希望太多人知道那熟食的事情
video12_1030,它和膠囊咖啡機在這邊
video4_746,走出事業和感情的陰霾
video12_1215,然後反轉不簡單的地方
video11_269,厚厚的鮮蝦好好吃啦
video3_183,他現在覺得很有詩意，真的是神仙就對了
video5_1108,超愛的啦，這是牛肝
video8_1153,然後主要是裡面的餡加點水
video8_1020,觀眾會拿著這票來這裡
video3_1273,不好意思，它賣相真的不是很好
video12_263,吃得到啦你還真會陪著這個
video3_1146,你...沒有發現他們了
video2_1075,你們知道雞油可以炒什麼嗎
video12_164,它那個管家不要利用遺憾
video1_1000,加上香菇和香菜 紅蘿蔔
video8_234,它的葉形像是拔絲地瓜加冰糖
video8_261,你望出去沒有啊
video7_196,在投擲場做第二次手榴彈投擲
video8_213,全部都往前這樣子馬上化開
video4_1303,我們來這裡推薦秋蟹最肥滿
video7_376,它這個醬油都是加好吃的
video4_569,有沒有認同那個口感
video6_1135,你想要這個魔鬼的排是不是
video9_904,繼續搜索是誰啊，幹嘛
video6_1232,媽媽叫我存錢到銀行
video3_850,我們和市長在一起
video3_1545,我有眼前的樹林
video10_434,不要趕高鐵了
video7_1247,我都讓妳趕快開始走運
video8_1411,入侵者看來便祕不是很爽吧
video5_360,他們還在那邊看你洗澡嗎
video4_761,重复你知道為什麼時間
video12_1255,如果長官說的話怎麼辦
video2_185,所以搭配十足的餅皮
video3_633,再說你玩的糯米很殘害
video4_584,盛典的湯很有記憶點
video12_676,他們去感受到砂鍋煮的舒服
video12_1040,抓著白飯還能再吃肉汁
video9_805,發酵汁好好喝 反正對啊
video9_141,我一定贏羅道存
video2_1324,想投機就完全不會發生這樣的事
video2_1511,請大家操作的時候注意這隻烤雞
video7_651,它這個醬油都是加好吃的
video7_887,一下車你就來說
video4_233,還算是有情有義在課本上
video7_739,我都讓妳趕快開始走運
video9_13,那時候在座的長官
video8_1025,我覺得它的肉羹不是一般的
video12_1198,真的喔吃什麼不然你
video7_1026,然後主要是裡面的餡加點水
video6_1063,每一份都沒吃過的咖啡廳
video11_1234,我們現在放在氣炸鍋裡面
video4_1283,你們班長想通了沒有
video10_600,麵裡面全部料一般吃啊
video1_729,選用真材實料的邊邊芋頭啦
video7_129,葉大同惹了麻煩，你要負責
video1_624,來台灣幹嘛時突然想起來
video7_1014,這種骨頭湯就是非常厲害
video5_238,真的喔吃什麼不然你
video12_10,我們3點一定要賣東西
video2_735,我們不會跟你說那個
video4_1057,其實最佳男主角而是你啊
video7_771,因為他沒有槍干我何事
video8_313,而且它的溫體牛好好吃
video7_1123,肉汁會持續出來 OK
video7_670,所以我們這樣還算兄弟嗎
video3_1482,堅持軍人就是應該有精神
video9_983,不是叫你說話
video4_560,看對他們的涼拌牛肚
video12_512,我覺得這票很棒啦，對嗎
video5_484,你現在也要確定是班長寫的
video4_389,你看是不是很榮耀，對嗎
video10_1173,吃不到雞腿的是他在家裡
video12_1042,拍照的時候告訴我有會放
video7_860,而且因為它拌的時候最自然
video3_414,所以多一點手做的
video8_1060,一碗白飯就是一切
video1_143,還算是有情有義在課本上
video1_190,因為這個他其實沒有陪
video1_547,就算我用右手也成功了
video5_1275,他感覺草莓真的好多
video2_1390,前兩個禮拜你們的訓練
video3_580,你不怕鬧醜聞嗎 要不要檢討一下
video11_1301,它的肉的感覺很紮實
video9_891,然後反轉不簡單的地方
video10_477,利用這六天的假期吧
video9_453,對，是知名店家鍋燒意麵
video3_220,很濃的奶味讓你回來
video7_361,夾史上肉之後的
video6_389,目前知名集團的鍋巴
video7_1291,那個升級版的功夫
video1_1007,一碗白飯就是一切
video5_49,在上面撒的時候
video2_500,剛來台灣時突然想起來
video3_1453,我感到自己跟別人來多久
video5_311,第一個跳的就是你媽
video10_439,你現在也要確定是班長寫的
video5_772,我不是怕那麼的
video8_667,創意吃法超獨特還有驚喜
video10_1012,我這條命關切你自己看吧
video3_539,如果多人兒喜歡的時候
video11_965,媽媽的甘甜味十足的水波蛋湯
video9_380,台式豬腳飯的味道
video9_1079,不會有安全性對
video4_1582,重點是回歸到根本
video12_147,妳要和我結婚是誰叫的
video4_222,紫蘇也對余班長說，不要鬧了
video7_1063,拍照的時候告訴我有會放
video4_1607,它真的是一片它的洋蔥
video12_711,然後餡也都吃不完啊
video11_896,而且你就起來應付吧
video8_945,寫在必比登裡面的是啥
video9_807,偵查之後，我們絕對不會錯過
video7_915,謝謝你幫我們放水
video4_1119,你對於下午茶的熱情
video4_1542,離我們就這麼近的樹，紫蘇也算是客家精神之一
video1_879,先從這邊開始了好不好，這家我覺得我先跟你說謝謝
video5_1047,沒有臉啦管家你在房
video9_804,雞汁一直流，挺細膩
video9_774,對，不管是想要做伏地挺身還是吃巧
video5_903,他滿喜歡你的王子
video7_178,這個送出這個...
video8_1291,我覺得蝦醬配春捲的時候
video4_3,不要趕高鐵了
video11_990,我家一定要吃河粉
video11_1339,服從指令跟健康這樣子真的有這麼難嗎
video6_1105,你可以促進胃的感覺不是嗎
video9_106,我們剛剛不能騎摩托車
video5_1179,但是你真的沒吃過那個飯吧
video3_613,這樣我們今天要來
video10_491,全部都往前這樣
video5_761,你來這邊怎麼可能感受日本時間
video5_355,在這住宅區裡面
video1_557,你現在可以知道嗎
video12_701,它還有完全微微的感覺
video1_354,我們現在放在氣炸鍋裡面
video1_409,那時候在座的長官
video9_668,因為這樣你吃下去之後
video5_1186,那時候比較傳統了
video7_396,可以去知名的家居賣場逛一逛
video4_1489,可是…等一下
video5_1131,不用都拚啊羅剛
video7_22,我覺得蝦醬配春捲的時候
video9_1112,媽媽叫我存錢到銀行
video6_112,這邊的小開是葉大同
video6_124,對呀 大概就是這個感覺
video7_849,吃了十碗泡麵的方法
video7_317,知名店家的綠豆糕實在是...
video12_1294,我都沒算帳跟你
video6_829,"余班長, 你昨晚作夢嗎"
video12_960,難道就是那個米其林
video1_1058,你也沒有發現他們吃比較多哦
video11_1361,它就是牛肚的原味鎖在裡面的感覺
video8_1377,大家一定會準備禮物送給市長
video12_954,你一直以為蔬菜的甜不上個月
video8_1327,那個豌豆蛋香還是依舊
video1_584,帶著寶貝盡情的玩耍
video11_1030,有沒有認同那個口感
video7_640,這個福利就是冰舖不馬虎
video11_323,它裡面的餡料跟家居賣場一樣
video1_70,也是等著這邊抽籤
video9_1143,你就算什麼都不做
video9_751,抓著白飯還能再吃肉汁
video6_468,那種感覺很日式很舒服
video3_276,我都還沒有知道你的心境啦
video3_445,這是不是放電了呢
video6_32,那種口味已經錄下來
video1_784,你不覺得涮牛肉片的味道加桂花釀很加分嗎
video12_807,媽媽說這邊有搞頭的木頭椅子
video1_23,他希望能夠實現那種麵感
video9_613,它還有完全微微的感覺
video8_836,對啦，為什麼他們趕快預留
video9_913,自己的肺腑之言在地圖上
video3_456,對於特戰部隊這麼有心，是不是
video4_677,一出站請大家操作的時候來這裡
video11_1352,每一區都有大人的備品
video4_21,筋膜完全包住了它
video3_1420,爸爸吃起來又好又帶酸
video2_1215,對不起，是我了解錯了
video6_245,我覺得他們有十根手指頭
video8_84,今天說這邊有一家很厲害的芋頭店
video2_225,吃得到啦你還真會
video4_116,你可以促進胃的感覺不是嗎
video4_1635,為什麼你這樣繼續固執下去
video4_627,我們是不是在JERRY嗎
video4_20,我不是怕那麼的
video5_575,真的要用六種水果準備
video5_584,如果你們不吹牛
video4_46,小碗的也一樣 也一樣
video7_1128,好好玩喔 地瓜的戚風蛋糕
video3_1418,看到姿勢都壓低啦
video7_1147,但是大同的士官長現在失蹤了
video7_280,下面那層稍微大蒜多一點點
video7_253,我去右手洗香水金針喔等我
video4_1365,不會像一般的湯那麼酷
video4_719,我家班長有錢嗎
video8_273,這個景色實在是好棒喔
video8_51,那邊只做這個決定
video9_350,堅持軍人就是應該有精神
video12_692,然後餡也都吃不完啊
video5_224,冷冷的天果然鹹豆漿最過癮
video7_477,15樓的主題套房很好 對
video4_105,這麼可以走了，這個就是小朋友
video10_226,它都一樣也很好吃
video5_497,民宿吃起來很像泡菜
video9_824,當候操作之後感情反轉了
video7_457,我希望能看到壞人的味道
video5_822,你不是當到傻掉了嗎
video8_111,那時候比較傳統
video5_855,�YES 報告了
video6_566,必比登推薦知名餐廳
video9_640,樹林的理念不被破壞
video3_1010,我覺得爸爸真的是討厭鬼
video4_768,但是你真的沒吃過那個飯
video12_591,QQ評審一定會跟她視訊
video10_768,毒蠍子在那邊偷偷攻擊
video1_518,幹什麼 千萬投保以上
video11_569,甄選人員都很好啊
video4_189,謝謝那個口感的話
video12_174,它的溫體牛好好吃
video1_1044,看對我們的幫助
video2_12,對，我來這邊介紹啦
video4_387,可是現在真有幫助
video2_980,還算是有情有義在課本上
video2_14,我說它炒麵很好吃的是什麼意思
video12_492,它的溫體牛好好吃
video7_271,對於特戰部隊這麼有心，是不是
video3_542,沒有一個脆口的蔬菜
video3_391,就是遠遠的這樣子看嘛 對不對
video8_1378,對這句話，他有做一個欄杆
video3_1309,幹嘛，沒有想到這個檔案它
video1_570,我感到他的處境時常很尷尬
video1_161,謝謝大家的教導
video11_331,那時候在座的長官
video9_113,配菜...配菜
video10_574,再給我一番時間啊
video1_257,我這條命關切你自己看吧
video6_262,這種骨頭湯就是非常厲害
video12_884,你對於科長的熱情
video9_555,這個涵包有點柴魚味
